11,Мобільний телефон Apple iPhone 15 128GB Black (MTP03),чорний,128 Gb,Apple,32999.00,0.00,"{https://brain.com.ua/static/images/prod_img/8/9/U0854689_1739047983.jpg,https://brain.com.ua/static/images/prod_img/8/9/U0854689_2_1739047984.jpg,https://brain.com.ua/static/images/prod_img/8/9/U0854689_3_1739047986.jpg}",U0854689,1,6.1,1179 х 2556,"{""Вага"": ""171 г"", ""Колір"": ""чорний"", ""Модель"": ""iPhone 15 128GB Black"", ""Артикул"": ""MTP03"", ""Безпека"": ""FaceID"", ""Виробник"": ""Apple"", ""Процесор"": ""Apple A16 Bionic"", ""Штрихкод"": ""195949036019"", ""Навігація"": ""iBeacon, QZSS, Galileo, BeiDou, GPS, A-GPS"", ""Оснащення"": ""пило/вологозахист, гіроскоп, бездротове заряджання"", ""Органайзер"": ""календар, годинник, світовий час, будильник, калькулятор, нотатки, секундомір, диктофон, телефонна книга"", ""Розміри (мм)"": ""147.6 x 71.6 x 7.80 мм"", ""Стан товару"": ""Новий"", ""Тип дисплея"": ""OLED"", ""Форм-фактор"": ""моноблок"", ""Мультимедіа"": ""музичний плеєр, відеоплеєр, соціальні мережі, мобільні сервіси Google, ігри"", ""Особливості"": ""IP68 certified"", ""Гарантія, міс"": ""12"", ""Кількість ядер"": ""6 core"", ""Основна камера"": ""48 + 12 Mpx"", ""Формат SIM-карти"": ""Nano, e-sim"", ""Функції камери"": ""автофокус, спалах, геотегінг, панорама, розпізнавання обличчя"", ""Діагональ екрану"": ""6.1\"""", ""Кількість SIM-карт"": ""1 SIM + e-sim"", ""Вбудована пам'ять"": ""128 Gb"", ""Вбудовані датчики"": ""акселерометр, компас, датчик освітлення, датчик наближення, гіроскоп, барометр"", ""Фронтальна камера"": ""12 Mpx"", ""Метод стабілізації"": ""оптична"", ""Операційна система"": ""iOS 17"", ""Особливості корпусу"": ""водонепроникні"", ""Бездротові підключення"": ""WI-FI, Bluetooth, NFC"", ""Інтерфейси і підключення"": ""USB Type-C"", ""Частота оновлення екрану"": ""60 Гц"", ""Покоління зв'язку (2G /3G/4G/5G)"": ""2G, 3G, 4G, 5G"", ""Діафрагма основної камери"": ""f/1.6 + f/2.4"", ""Роздільна здатність екрану"": ""1179 х 2556"", ""Запис відео основної камери"": ""4K / 3840x2160 / стереозвук"", ""Діафрагма фронтальної камери"": ""f/1.9"", ""Кількість модулів основної камери"": ""2"", ""Кількість модулів фронтальної камери"": ""1""}",true
14,Мобільний телефон Apple iPhone 15 128GB Black (MTP03),чорний,128 Gb,Apple,32999.00,0.00,"{https://brain.com.ua/static/images/prod_img/8/9/U0854689_1739047983.jpg,https://brain.com.ua/static/images/prod_img/8/9/U0854689_2_1739047984.jpg,https://brain.com.ua/static/images/prod_img/8/9/U0854689_3_1739047986.jpg}",U0854689,1,6.1,1179 х 2556,"{""Вага"": ""171 г"", ""Колір"": ""чорний"", ""Модель"": ""iPhone 15 128GB Black"", ""Артикул"": ""MTP03"", ""Безпека"": ""FaceID"", ""Виробник"": ""Apple"", ""Процесор"": ""Apple A16 Bionic"", ""Штрихкод"": ""195949036019"", ""Навігація"": ""iBeacon, QZSS, Galileo, BeiDou, GPS, A-GPS"", ""Оснащення"": ""пило/вологозахист, гіроскоп, бездротове заряджання"", ""Органайзер"": ""календар, годинник, світовий час, будильник, калькулятор, нотатки, секундомір, диктофон, телефонна книга"", ""Розміри (мм)"": ""147.6 x 71.6 x 7.80 мм"", ""Стан товару"": ""Новий"", ""Тип дисплея"": ""OLED"", ""Форм-фактор"": ""моноблок"", ""Мультимедіа"": ""музичний плеєр, відеоплеєр, соціальні мережі, мобільні сервіси Google, ігри"", ""Особливості"": ""IP68 certified"", ""Гарантія, міс"": ""12"", ""Кількість ядер"": ""6 core"", ""Основна камера"": ""48 + 12 Mpx"", ""Формат SIM-карти"": ""Nano, e-sim"", ""Функції камери"": ""автофокус, спалах, геотегінг, панорама, розпізнавання обличчя"", ""Діагональ екрану"": ""6.1\"""", ""Кількість SIM-карт"": ""1 SIM + e-sim"", ""Вбудована пам'ять"": ""128 Gb"", ""Вбудовані датчики"": ""акселерометр, компас, датчик освітлення, датчик наближення, гіроскоп, барометр"", ""Фронтальна камера"": ""12 Mpx"", ""Метод стабілізації"": ""оптична"", ""Операційна система"": ""iOS 17"", ""Особливості корпусу"": ""водонепроникні"", ""Бездротові підключення"": ""WI-FI, Bluetooth, NFC"", ""Інтерфейси і підключення"": ""USB Type-C"", ""Частота оновлення екрану"": ""60 Гц"", ""Покоління зв'язку (2G /3G/4G/5G)"": ""2G, 3G, 4G, 5G"", ""Діафрагма основної камери"": ""f/1.6 + f/2.4"", ""Роздільна здатність екрану"": ""1179 х 2556"", ""Запис відео основної камери"": ""4K / 3840x2160 / стереозвук"", ""Діафрагма фронтальної камери"": ""f/1.9"", ""Кількість модулів основної камери"": ""2"", ""Кількість модулів фронтальної камери"": ""1""}",true
17,Мобільний телефон Apple iPhone 16 Pro Max 256GB Black Titanium (MYWV3),чорний,256 Gb,Apple,65799.00,0.00,"{https://brain.com.ua/static/images/prod_img/3/0/U0961530_1738426633.jpg,https://brain.com.ua/static/images/prod_img/3/0/U0961530_2_1738426634.jpg,https://brain.com.ua/static/images/prod_img/3/0/U0961530_3_1738426634.jpg,https://brain.com.ua/static/images/prod_img/3/0/U0961530_4_1738426636.jpg,https://brain.com.ua/static/images/prod_img/3/0/U0961530_5_1738426637.jpg,https://brain.com.ua/static/images/prod_img/3/0/U0961530_6_1738426638.jpg,https://brain.com.ua/static/images/prod_img/3/0/U0961530_7_1738426639.jpg,https://brain.com.ua/static/images/prod_img/3/0/U0961530_8_1738426641.jpg,https://brain.com.ua/static/images/prod_img/3/0/U0961530_9_1738426642.jpg}",U0961530,1,6.9,1320 х 2868,"{""Вага"": ""227 г"", ""Колір"": ""чорний"", ""Модель"": ""iPhone 16 Pro Max 256GB Black Titanium"", ""Артикул"": ""MYWV3"", ""Безпека"": ""FaceID"", ""Виробник"": ""Apple"", ""Процесор"": ""Apple A18 Pro"", ""Штрихкод"": ""195949805783"", ""Відеоядро"": ""Apple Ax Series"", ""Навігація"": ""BeiDou,Galileo,QZSS,iBeacon,GPS,A-GPS"", ""Оснащення"": ""пило/вологозахист,гіроскоп,бездротове заряджання"", ""Органайзер"": ""календар, годинник, світовий час, будильник, калькулятор, нотатки, секундомір, диктофон, телефонна книга"", ""Розміри (мм)"": ""163 х 77.6 х 8.25 мм"", ""Тип дисплея"": ""OLED (Super Retina XDR)"", ""Форм-фактор"": ""моноблок"", ""Мультимедіа"": ""відеоплеєр, соціальні мережі, мобільні сервіси Google, ігри, музичний плеєр"", ""Особливості"": ""IP68 certified"", ""Гарантія, міс"": ""12"", ""Кількість ядер"": ""6 core"", ""Основна камера"": ""48 + 48 + 12 Mpx"", ""Формат SIM-карти"": ""Nano, e-sim"", ""Функції камери"": ""автофокус, спалах, геотегінг, панорама, HDR, розпізнавання обличчя"", ""Матеріал екрану"": ""Ceramic Shield"", ""Діагональ екрану"": ""6.9\"""", ""Кількість SIM-карт"": ""1 SIM + e-sim"", ""Матеріал корпуса"": ""титан,алюміній"", ""Вбудована пам'ять"": ""256 Gb"", ""Вбудовані датчики"": ""компас, акселерометр, датчик освітлення, датчик наближення, гіроскоп, барометр"", ""Фронтальна камера"": ""12 Mpx"", ""Метод стабілізації"": ""оптична"", ""Операційна система"": ""iOS 18"", ""Особливості корпусу"": ""безрамковий дисплей,водонепроникні"", ""Бездротові підключення"": ""WI-FI,Bluetooth,NFC"", ""Інтерфейси і підключення"": ""USB Type-C"", ""Частота оновлення екрану"": ""120 Гц"", ""Покоління зв'язку (2G /3G/4G/5G)"": ""2G,3G,4G,5G"", ""Діафрагма основної камери"": ""f/1.78 + f/2.2 + f/2.8"", ""Роздільна здатність екрану"": ""1320 х 2868"", ""Запис відео основної камери"": ""4K / 3840x2160 / стереозвук"", ""Діафрагма фронтальної камери"": ""f/1.9"", ""Запис відео фронтальної камери"": ""4K / 3840x2160 / стереозвук"", ""Кількість модулів основної камери"": ""3"", ""Кількість модулів фронтальної камери"": ""1""}",false
